date,state_name,district_name,market_name,variety,p_min,p_max,p_modal
2022-04-14,Punjab,Patiala,Rajpura,Local,2015.0,2020.0,2015
2022-04-14,Punjab,Patiala,Samana(Gajewas),Hybrid,2015.0,2015.0,2015
2022-04-14,Punjab,Gurdaspur,Dinanagar,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Amritsar,Rayya(Sathiala),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Bathinda,Maur,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Kapurthala,Dhilwan,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Bathinda,Bhucho,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Sidhwan Bet (Lodhiwala),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Sahnewal,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Sidhwan Bet,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Hathur,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Mullanpur,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Ludhiana,Mullanpur Dakha (Sawadi),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Shahid Bhagat Singh Nagar,Nawan Shahar(Mandi Jadla),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Shakot (Malsian),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Noor Mehal(Kot Badal Khan),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Nakodar(Sarih),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Nakodar,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Shahkot,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Shahid Bhagat Singh Nagar,Nawan Shahar(MandiRaho),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Firozpur,Zira,Other,2015.0,2020.0,2015
2022-04-14,Punjab,Amritsar,Majitha,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Jalandhar,Noor Mehal,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Gurdaspur,Kahnuwan,147 Average,2015.0,2015.0,2015
2022-04-14,Punjab,Faridkot,Jaitu(Bajakhana),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Moga,Kot ise Khan,Other,2015.0,2025.0,2020
